Order ID;Order Date;Order Priority;Order Quantity;Sales;Ship Mode;Customer Segment;Product Container;Ship Date
26851;24.07.2011;High;44;73,64;Regular Air;Corporate;Small Pack;26.07.2011
26981;30.08.2012;Medium;13;603,347;Regular Air;Home Office;Small Pack;30.08.2012
26981;30.08.2012;Medium;44;770,53;Regular Air;Home Office;Small Box;31.08.2012
27298;19.11.2011;Low;40;7813,7;Regular Air;Small Business;Large Box;23.11.2011
27298;19.11.2011;Low;31;164,92;Regular Air;Small Business;Small Box;24.11.2011
27330;16.09.2009;Low;8;507,74;Regular Air;Home Office;Medium Box;16.09.2009
27330;16.09.2009;Low;30;12600,99;Delivery Truck;Home Office;Jumbo Drum;25.09.2009
27781;15.09.2011;High;47;181,13;Regular Air;Small Business;Small Box;17.09.2011
28225;22.01.2009;Critical;9;206,04;Regular Air;Corporate;Small Box;22.01.2009
28389;03.11.2009;High;22;668,39;Regular Air;Home Office;Small Pack;04.11.2009
28389;03.11.2009;High;16;4657,35;Delivery Truck;Home Office;Jumbo Drum;04.11.2009
28389;03.11.2009;High;7;2097,94;Delivery Truck;Home Office;Jumbo Box;05.11.2009
28898;28.05.2011;Low;44;246;Regular Air;Corporate;Small Box;28.05.2011
28901;11.06.2012;High;23;871,32;Regular Air;Small Business;Small Box;12.06.2012
29185;20.01.2010;High;8;468,49;Regular Air;Corporate;Small Box;21.01.2010
29185;20.01.2010;High;48;446,53;Express Air;Corporate;Large Box;22.01.2010
29185;20.01.2010;High;5;217,85;Express Air;Corporate;Small Box;22.01.2010
29408;02.05.2010;Not Specified;44;4260,73;Delivery Truck;Home Office;Jumbo Box;03.05.2010
29985;11.07.2012;Critical;22;196,75;Express Air;Corporate;Small Box;12.07.2012
29986;03.07.2011;Critical;40;1477,39;Regular Air;Corporate;Small Box;03.07.2011
30147;17.06.2012;Not Specified;37;740,14;Regular Air;Consumer;Small Box;19.06.2012
30149;12.12.2010;Medium;8;16,47;Regular Air;Corporate;Small Box;13.12.2010
30149;12.12.2010;Medium;5;173,62;Delivery Truck;Corporate;Jumbo Drum;14.12.2010
30149;12.12.2010;Medium;50;690,97;Regular Air;Corporate;Small Box;15.12.2010
30310;26.04.2012;Medium;21;2024,0285;Regular Air;Consumer;Small Box;28.04.2012
31426;05.08.2009;Low;40;4054,058;Regular Air;Home Office;Small Box;09.08.2009
31872;06.09.2010;Low;34;2833,19;Express Air;Home Office;Small Box;10.09.2010
31872;06.09.2010;Low;30;4452,65;Delivery Truck;Home Office;Jumbo Drum;10.09.2010
31874;15.09.2012;High;29;321,95;Express Air;Corporate;Small Pack;15.09.2012
31874;15.09.2012;High;39;13244,04;Delivery Truck;Corporate;Jumbo Box;15.09.2012
31938;27.07.2011;Medium;13;1193,62;Delivery Truck;Consumer;Jumbo Drum;28.07.2011
31938;27.07.2011;Medium;47;363,23;Regular Air;Consumer;Wrap Bag;29.07.2011
32582;25.06.2009;Not Specified;27;2780,88;Express Air;Consumer;Large Box;26.06.2009
32611;27.08.2009;Medium;16;33,76;Regular Air;Corporate;Small Box;29.08.2009
32611;27.08.2009;Medium;19;3537,39;Delivery Truck;Corporate;Jumbo Drum;28.08.2009
32611;27.08.2009;Medium;18;986,24;Express Air;Corporate;Small Box;28.08.2009
32611;27.08.2009;Medium;15;81,66;Regular Air;Corporate;Small Box;27.08.2009
32901;10.01.2011;Critical;13;49,74;Regular Air;Corporate;Small Box;11.01.2011
33284;31.03.2012;Low;21;480,39;Regular Air;Corporate;Small Pack;02.04.2012
33287;22.04.2011;Critical;44;11904,55;Delivery Truck;Small Business;Jumbo Drum;25.04.2011
33732;28.08.2009;Not Specified;33;332,95;Regular Air;Corporate;Small Box;29.08.2009
34435;05.08.2009;Low;42;447,36;Regular Air;Consumer;Small Pack;07.08.2009
34852;05.09.2012;Low;26;53,93;Regular Air;Corporate;Small Box;09.09.2012
35649;09.10.2011;Medium;9;43,26;Regular Air;Consumer;Small Box;11.10.2011
35649;09.10.2011;Medium;25;174,03;Regular Air;Consumer;Small Box;11.10.2011
36480;22.08.2010;Medium;44;1190,8;Regular Air;Corporate;Small Box;23.08.2010
36803;04.08.2012;Not Specified;42;121,65;Regular Air;Corporate;Small Box;06.08.2012
36803;04.08.2012;Not Specified;2;19,02;Express Air;Corporate;Small Box;06.08.2012
36803;04.08.2012;Not Specified;2;103,105;Regular Air;Corporate;Small Box;06.08.2012
36805;14.12.2010;Medium;7;263,8;Regular Air;Corporate;Small Box;16.12.2010
36805;14.12.2010;Medium;28;1546,3965;Express Air;Corporate;Small Box;16.12.2010
36834;24.12.2009;Low;11;1935,1;Delivery Truck;Corporate;Jumbo Box;26.12.2009
37410;12.10.2010;Medium;45;18775,76;Delivery Truck;Corporate;Jumbo Box;14.10.2010
37729;15.01.2009;Not Specified;48;447,89;Regular Air;Corporate;Small Box;15.01.2009
37988;05.04.2011;Not Specified;12;189,19;Regular Air;Home Office;Small Box;05.04.2011
38690;20.01.2012;Low;28;697,5;Regular Air;Corporate;Medium Box;24.01.2012
38758;24.09.2011;Not Specified;7;497,2;Regular Air;Consumer;Large Box;26.09.2011
39332;09.10.2011;Critical;4;198,72;Express Air;Consumer;Large Box;10.10.2011
39745;04.05.2011;Not Specified;8;955,29;Delivery Truck;Corporate;Jumbo Drum;05.05.2011
40134;09.10.2011;Low;10;109,37;Regular Air;Small Business;Small Box;16.10.2011
40134;09.10.2011;Low;43;1461,1;Regular Air;Small Business;Small Pack;13.10.2011
40134;09.10.2011;Low;1;9,75;Regular Air;Small Business;Small Box;14.10.2011
40164;10.04.2010;Not Specified;8;184,07;Regular Air;Corporate;Small Box;12.04.2010
40608;19.08.2012;Not Specified;29;573,97;Regular Air;Corporate;Small Box;21.08.2012
40608;19.08.2012;Not Specified;39;223,79;Regular Air;Corporate;Small Box;20.08.2012
40801;01.07.2012;Not Specified;20;129,16;Regular Air;Corporate;Small Box;01.07.2012
40965;20.11.2009;Medium;29;843,55;Regular Air;Corporate;Small Box;21.11.2009
41286;16.09.2012;Medium;40;260,96;Regular Air;Home Office;Small Box;17.09.2012
41412;17.09.2009;Not Specified;47;263,81;Regular Air;Consumer;Small Box;19.09.2009
41569;21.07.2010;Critical;16;60,76;Regular Air;Corporate;Wrap Bag;23.07.2010
41633;09.11.2010;Low;29;3636,91;Delivery Truck;Corporate;Jumbo Drum;09.11.2010
41895;10.01.2011;Critical;8;27663,92;Regular Air;Consumer;Large Box;12.01.2011
42112;24.12.2010;Not Specified;16;2744,361;Regular Air;Corporate;Small Box;26.12.2010
42177;30.05.2012;Not Specified;49;1201,934;Regular Air;Small Business;Medium Box;31.05.2012
42177;30.05.2012;Not Specified;38;395,84;Regular Air;Small Business;Medium Box;02.06.2012
42339;12.02.2009;Critical;31;206,54;Regular Air;Consumer;Small Box;12.02.2009
42342;04.09.2009;Not Specified;25;318,14;Regular Air;Corporate;Small Box;05.09.2009
42947;26.08.2010;Low;5;177,05;Regular Air;Home Office;Small Pack;28.08.2010
43079;21.07.2009;Medium;40;1184,03;Regular Air;Home Office;Small Box;22.07.2009
43111;12.09.2011;High;27;4722,83;Regular Air;Consumer;Small Box;13.09.2011
43140;18.03.2009;Critical;23;130,16;Regular Air;Home Office;Small Box;20.03.2009
44098;27.01.2010;Low;1;5,06;Regular Air;Corporate;Wrap Bag;31.01.2010
44451;11.09.2011;Critical;4;103,9;Express Air;Home Office;Small Box;13.09.2011
45059;03.02.2011;Not Specified;35;1327,59;Express Air;Consumer;Small Pack;04.02.2011
45059;03.02.2011;Not Specified;39;3401,8;Express Air;Consumer;Small Box;05.02.2011
45155;15.02.2011;Low;44;181,61;Regular Air;Corporate;Small Box;22.02.2011
45155;15.02.2011;Low;35;111,55;Regular Air;Corporate;Wrap Bag;15.02.2011
45317;01.03.2012;Low;36;1435,95;Regular Air;Small Business;Small Pack;08.03.2012
45317;01.03.2012;Low;28;961,06;Regular Air;Small Business;Small Box;08.03.2012
45731;10.08.2009;Critical;19;146,63;Express Air;Consumer;Small Box;11.08.2009
45731;10.08.2009;Critical;35;2506,2675;Regular Air;Consumer;Small Pack;12.08.2009
46849;13.12.2010;Not Specified;23;188,54;Regular Air;Corporate;Small Pack;14.12.2010
47108;15.10.2009;Not Specified;19;359,68;Regular Air;Consumer;Small Pack;16.10.2009
47108;15.10.2009;Not Specified;7;131,55;Regular Air;Consumer;Medium Box;17.10.2009
47108;15.10.2009;Not Specified;26;258,11;Express Air;Consumer;Small Box;18.10.2009
47108;15.10.2009;Not Specified;9;1288,515;Express Air;Consumer;Small Box;16.10.2009
47520;07.10.2009;Not Specified;36;277,88;Regular Air;Consumer;Small Box;09.10.2009
47520;07.10.2009;Not Specified;13;3939,89;Delivery Truck;Consumer;Jumbo Drum;09.10.2009
47520;07.10.2009;Not Specified;47;925,3;Regular Air;Consumer;Small Box;09.10.2009
47527;17.09.2010;Medium;48;12072,9;Delivery Truck;Home Office;Jumbo Drum;18.09.2010
47713;03.07.2009;High;34;3419,1505;Regular Air;Home Office;Small Box;03.07.2009
47750;15.06.2010;Low;1;195,04;Regular Air;Corporate;Large Box;15.06.2010
48452;09.10.2010;High;32;1859,01;Delivery Truck;Corporate;Jumbo Drum;11.10.2010
48452;09.10.2010;High;19;1781,11;Regular Air;Corporate;Small Box;09.10.2010
48452;09.10.2010;High;44;185,32;Regular Air;Corporate;Small Box;10.10.2010
48452;09.10.2010;High;15;73,41;Regular Air;Corporate;Small Box;11.10.2010
48452;09.10.2010;High;28;43,66;Regular Air;Corporate;Wrap Bag;11.10.2010
49088;23.09.2009;Critical;16;130,11;Regular Air;Consumer;Small Pack;24.09.2009
49088;23.09.2009;Critical;15;4012,58;Express Air;Consumer;Large Box;24.09.2009
49088;23.09.2009;Critical;31;1295,54;Regular Air;Consumer;Small Box;25.09.2009
49223;02.10.2011;Medium;24;238,25;Regular Air;Corporate;Small Box;02.10.2011
49634;23.03.2012;Not Specified;39;403,73;Regular Air;Consumer;Small Box;24.03.2012
49634;23.03.2012;Not Specified;3;86,85;Regular Air;Consumer;Small Pack;25.03.2012
49987;19.01.2011;High;15;1795,49;Delivery Truck;Consumer;Jumbo Box;22.01.2011
49987;19.01.2011;High;4;926,58;Delivery Truck;Consumer;Jumbo Box;22.01.2011
50208;22.01.2011;Medium;4;38,76;Express Air;Corporate;Small Box;23.01.2011
50338;23.03.2009;Not Specified;36;551,44;Regular Air;Corporate;Medium Box;25.03.2009
50945;07.01.2011;Critical;27;834,0625;Regular Air;Home Office;Small Pack;09.01.2011
51462;22.06.2011;Medium;15;417,88;Express Air;Small Business;Small Pack;24.06.2011
51494;03.08.2011;Critical;42;493,56;Regular Air;Consumer;Medium Box;05.08.2011
51525;07.11.2011;Critical;18;360,24;Express Air;Home Office;Small Box;09.11.2011
51525;07.11.2011;Critical;46;1463,27;Regular Air;Home Office;Small Box;09.11.2011
52933;26.08.2010;Low;44;210,46;Express Air;Consumer;Small Box;02.09.2010
53025;17.03.2010;Critical;32;195,57;Regular Air;Consumer;Small Box;18.03.2010
53894;07.07.2009;Critical;47;691,52;Regular Air;Consumer;Wrap Bag;08.07.2009
53894;07.07.2009;Critical;37;2756,17;Regular Air;Consumer;Large Box;08.07.2009
53894;07.07.2009;Critical;29;5159,3725;Express Air;Consumer;Small Box;07.07.2009
53953;27.03.2009;Not Specified;36;307,65;Regular Air;Corporate;Wrap Bag;28.03.2009
54304;17.02.2010;High;11;558,62;Regular Air;Consumer;Small Box;19.02.2010
55075;01.02.2011;Critical;21;556,45;Delivery Truck;Home Office;Jumbo Drum;04.02.2011
55268;17.03.2012;High;11;61,46;Express Air;Home Office;Small Pack;18.03.2012
55367;10.01.2009;Critical;31;2137,1;Delivery Truck;Consumer;Jumbo Box;11.01.2009
55367;10.01.2009;Critical;48;571,17;Regular Air;Consumer;Wrap Bag;12.01.2009
56321;16.04.2010;Critical;24;135,88;Regular Air;Consumer;Small Box;18.04.2010
56610;07.03.2010;Medium;20;857,95;Express Air;Consumer;Small Box;07.03.2010
56740;16.10.2012;Critical;33;662,21;Regular Air;Consumer;Wrap Bag;23.10.2012
56901;11.09.2009;Critical;36;100,68;Regular Air;Corporate;Wrap Bag;13.09.2009
57314;12.10.2010;Low;22;846,35;Express Air;Home Office;Wrap Bag;16.10.2010
57314;12.10.2010;Low;26;1976,3945;Regular Air;Home Office;Small Box;19.10.2010
57376;19.06.2011;Critical;44;442,72;Regular Air;Small Business;Small Pack;21.06.2011
57376;19.06.2011;Critical;6;326,893;Regular Air;Small Business;Small Box;19.06.2011
57671;07.11.2012;Not Specified;6;22,78;Regular Air;Consumer;Small Box;08.11.2012
57700;12.11.2011;Medium;38;1806,43;Regular Air;Corporate;Small Pack;12.11.2011
58407;06.05.2011;High;29;1669,88;Regular Air;Corporate;Small Box;09.05.2011
58593;08.09.2011;Critical;29;2018,45;Regular Air;Corporate;Wrap Bag;09.09.2011
58884;21.03.2011;Low;29;87,68;Regular Air;Corporate;Small Box;26.03.2011
58884;21.03.2011;Low;46;3732,25;Delivery Truck;Corporate;Jumbo Drum;26.03.2011
58913;11.05.2010;Medium;23;144,55;Regular Air;Corporate;Small Box;13.05.2010
58978;06.02.2012;Low;13;75,89;Regular Air;Consumer;Small Box;13.02.2012
229;28.12.2010;Critical;43;586,11;Regular Air;Consumer;Small Pack;30.12.2010
706;08.09.2011;Critical;42;75,14;Regular Air;Consumer;Wrap Bag;10.09.2011
1285;31.05.2012;Critical;27;3874,12;Delivery Truck;Corporate;Jumbo Box;31.05.2012
1285;31.05.2012;Critical;8;1452,216;Delivery Truck;Corporate;Jumbo Box;01.06.2012
1313;12.09.2009;Critical;34;840,07;Regular Air;Home Office;Small Box;14.09.2009
1346;17.06.2012;High;48;4789,89;Delivery Truck;Corporate;Jumbo Box;19.06.2012
1699;29.12.2010;Critical;40;430,88;Regular Air;Corporate;Small Box;23.03.2011
2208;30.04.2011;Not Specified;7;82,06;Regular Air;Home Office;Small Box;02.05.2011
2208;30.04.2011;Not Specified;41;23281,05;Regular Air;Home Office;Large Box;01.05.2011
2656;03.05.2010;Critical;3;523,11;Delivery Truck;Consumer;Jumbo Drum;04.05.2010
2656;03.05.2010;Critical;29;913,41;Regular Air;Consumer;Small Pack;05.05.2010
3361;22.08.2012;Not Specified;49;213,71;Regular Air;Corporate;Small Box;22.08.2012
3361;22.08.2012;Not Specified;23;133,66;Regular Air;Corporate;Wrap Bag;23.08.2012
3393;03.07.2011;High;7;127,74;Express Air;Consumer;Small Box;04.07.2011
3393;03.07.2011;High;33;325,92;Regular Air;Consumer;Small Pack;03.07.2011
4487;22.02.2010;Medium;50;325,24;Regular Air;Small Business;Small Box;23.02.2010
4579;30.11.2011;High;40;1765,05;Regular Air;Small Business;Small Box;01.12.2011
5061;13.08.2010;Critical;4;12,8;Regular Air;Corporate;Wrap Bag;15.08.2010
5092;29.10.2011;Low;3;709,04;Delivery Truck;Consumer;Jumbo Box;29.10.2011
5092;29.10.2011;Low;25;978,77;Regular Air;Consumer;Small Box;03.11.2011
5511;28.11.2009;Critical;46;129,44;Express Air;Corporate;Wrap Bag;29.11.2009
5511;28.11.2009;Critical;32;1829,387;Regular Air;Corporate;Small Box;29.11.2009
5799;02.08.2011;Critical;34;9626,86;Delivery Truck;Small Business;Jumbo Drum;04.08.2011
5890;03.11.2012;High;42;813,535;Express Air;Consumer;Wrap Bag;04.11.2012
6596;21.07.2011;Low;36;18028,07;Delivery Truck;Corporate;Jumbo Drum;26.07.2011
7015;12.10.2010;Not Specified;47;1880,8;Regular Air;Home Office;Small Pack;14.10.2010
7015;12.10.2010;Not Specified;42;7143,927;Express Air;Home Office;Small Box;13.10.2010
7106;10.05.2012;Low;8;118,98;Regular Air;Home Office;Small Box;12.05.2012
7106;10.05.2012;Low;31;4910,09;Regular Air;Home Office;Small Box;12.05.2012
7106;10.05.2012;Low;36;1058,45;Regular Air;Home Office;Small Box;12.05.2012
8007;11.02.2012;Low;5;820,5645;Regular Air;Corporate;Small Box;11.02.2012
8257;22.03.2009;Low;5;7486,09;Delivery Truck;Consumer;Jumbo Drum;22.03.2009
8257;22.03.2009;Low;18;881,32;Regular Air;Consumer;Small Box;26.03.2009
8257;22.03.2009;Low;5;22,77;Regular Air;Consumer;Wrap Bag;29.03.2009
8773;22.10.2011;Critical;5;220,7875;Regular Air;Home Office;Small Pack;22.10.2011
9057;04.11.2009;Critical;20;160,29;Regular Air;Home Office;Wrap Bag;04.11.2009
9285;02.01.2009;Critical;3;124,81;Regular Air;Consumer;Small Box;04.01.2009
9861;28.10.2012;Low;47;706,68;Regular Air;Corporate;Small Pack;01.11.2012
9922;03.04.2011;Not Specified;24;6408,3;Delivery Truck;Consumer;Jumbo Box;04.04.2011
9923;05.10.2009;High;27;63,71;Regular Air;Corporate;Small Box;05.10.2009
9923;05.10.2009;High;14;5388,8;Delivery Truck;Corporate;Jumbo Drum;06.10.2009
9925;30.01.2012;Critical;43;1751,68;Express Air;Corporate;Small Box;02.02.2012
9925;30.01.2012;Critical;17;86,47;Regular Air;Corporate;Small Box;01.02.2012
9925;30.01.2012;Critical;31;684,5;Regular Air;Corporate;Small Pack;01.02.2012
10593;12.02.2012;High;27;435,27;Regular Air;Home Office;Small Pack;13.02.2012
10593;12.02.2012;High;26;723,82;Regular Air;Home Office;Small Box;14.02.2012
11969;19.01.2012;Not Specified;16;1684,96;Regular Air;Consumer;Large Box;20.01.2012
11969;19.01.2012;Not Specified;9;1662,048;Delivery Truck;Consumer;Jumbo Box;21.01.2012
11969;19.01.2012;Not Specified;42;11460,76;Delivery Truck;Consumer;Jumbo Drum;21.01.2012
12228;25.06.2009;Not Specified;1;159,51;Delivery Truck;Corporate;Jumbo Drum;28.06.2009
12228;25.06.2009;Not Specified;30;5015,051;Regular Air;Corporate;Small Box;25.06.2009
12355;28.05.2011;Not Specified;45;168,66;Regular Air;Corporate;Small Box;30.05.2011
12389;04.08.2009;Medium;34;2560,59;Regular Air;Corporate;Small Box;06.08.2009
12389;04.08.2009;Medium;16;189,04;Regular Air;Corporate;Small Box;05.08.2009
12710;17.08.2010;Critical;37;2116,62;Regular Air;Small Business;Small Box;17.08.2010
13636;22.01.2009;Low;32;28180,08;Delivery Truck;Home Office;Jumbo Box;26.01.2009
14021;07.03.2011;High;12;27,05;Express Air;Corporate;Wrap Bag;08.03.2011
14338;31.01.2010;Low;34;6580,16;Delivery Truck;Small Business;Jumbo Drum;07.02.2010
14406;08.03.2010;Medium;37;5610,84;Regular Air;Corporate;Medium Box;10.03.2010
14406;08.03.2010;Medium;20;455,34;Delivery Truck;Corporate;Jumbo Drum;10.03.2010
14406;08.03.2010;Medium;35;2329,646;Express Air;Corporate;Wrap Bag;10.03.2010
15878;04.11.2010;High;36;275,06;Regular Air;Corporate;Small Box;06.11.2010
16133;25.09.2009;Critical;1;27,96;Regular Air;Small Business;Large Box;27.09.2009
16612;13.02.2009;High;45;3699,22;Delivery Truck;Home Office;Jumbo Box;14.02.2009
16612;13.02.2009;High;6;48,93;Regular Air;Home Office;Small Box;15.02.2009
16967;19.08.2011;Low;5;397,55;Regular Air;Corporate;Small Box;21.08.2011
16967;19.08.2011;Low;34;676,26;Regular Air;Corporate;Small Box;19.08.2011
18432;12.03.2011;High;42;451,32;Regular Air;Corporate;Small Box;12.03.2011
18432;12.03.2011;High;15;217,66;Express Air;Corporate;Medium Box;12.03.2011
18432;12.03.2011;High;5;1374,67;Delivery Truck;Corporate;Jumbo Drum;14.03.2011
18432;12.03.2011;High;12;76,42;Express Air;Corporate;Wrap Bag;14.03.2011
18464;28.03.2012;High;27;4891,86;Delivery Truck;Small Business;Jumbo Drum;30.03.2012
18464;28.03.2012;High;37;6039,1;Delivery Truck;Small Business;Jumbo Box;28.03.2012
18464;28.03.2012;High;31;206,49;Regular Air;Small Business;Wrap Bag;30.03.2012
18464;28.03.2012;High;41;80,54;Regular Air;Small Business;Wrap Bag;30.03.2012
18754;25.09.2009;Not Specified;8;1217,62;Delivery Truck;Small Business;Jumbo Box;27.09.2009
18754;25.09.2009;Not Specified;32;1725,0325;Regular Air;Small Business;Small Box;26.09.2009
19905;12.08.2012;Critical;20;82,97;Regular Air;Home Office;Small Box;14.08.2012
19905;12.08.2012;Critical;25;13701,35;Delivery Truck;Home Office;Jumbo Box;14.08.2012
20256;31.01.2012;Low;24;512,83;Regular Air;Small Business;Small Box;05.02.2012
20386;27.02.2010;Critical;35;41,23;Regular Air;Corporate;Wrap Bag;27.02.2010
20455;28.06.2010;Critical;7;381,1995;Express Air;Corporate;Small Box;29.06.2010
20642;19.05.2012;High;32;135,2;Regular Air;Consumer;Small Box;20.05.2012
21379;14.01.2011;High;35;5428,49;Delivery Truck;Corporate;Jumbo Drum;16.01.2011
21766;01.06.2009;High;41;5178,17;Delivery Truck;Consumer;Jumbo Drum;03.06.2009
21766;01.06.2009;High;32;535,24;Regular Air;Consumer;Small Pack;03.06.2009
22053;21.08.2010;Critical;32;563,08;Regular Air;Corporate;Small Box;23.08.2010
22368;19.02.2010;Medium;5;192,12;Regular Air;Consumer;Small Pack;20.02.2010
22368;19.02.2010;Medium;33;3917,61;Delivery Truck;Consumer;Jumbo Box;21.02.2010
22368;19.02.2010;Medium;34;2788,04;Regular Air;Consumer;Large Box;20.02.2010
22885;23.11.2009;Medium;4;56,47;Regular Air;Home Office;Wrap Bag;25.11.2009
22947;18.12.2009;Low;19;216,25;Regular Air;Consumer;Small Pack;25.12.2009
23844;06.07.2009;Not Specified;40;1861,36;Regular Air;Home Office;Small Box;08.07.2009
23844;06.07.2009;Not Specified;42;937,62;Regular Air;Home Office;Medium Box;08.07.2009
23844;06.07.2009;Not Specified;11;33,02;Regular Air;Home Office;Small Box;07.07.2009
24039;17.07.2012;Not Specified;5;199,16;Regular Air;Corporate;Small Pack;19.07.2012
25347;12.06.2009;Low;28;967,27;Regular Air;Corporate;Small Box;19.06.2009
25825;19.07.2012;Not Specified;45;483,74;Regular Air;Corporate;Wrap Bag;22.07.2012
25825;19.07.2012;Not Specified;27;159,65;Regular Air;Corporate;Wrap Bag;19.07.2012
26304;19.03.2011;Medium;43;7452,137;Regular Air;Corporate;Small Box;20.03.2011
26726;27.12.2012;High;37;173,11;Regular Air;Small Business;Small Box;27.12.2012
26726;27.12.2012;High;11;86,68;Regular Air;Small Business;Large Box;29.12.2012
26726;27.12.2012;High;41;833,51;Regular Air;Small Business;Small Box;28.12.2012
27266;08.09.2011;Critical;9;1031,06;Regular Air;Corporate;Small Pack;11.09.2011
27396;08.12.2010;Critical;14;138,31;Regular Air;Corporate;Medium Box;10.12.2010
28480;15.03.2009;Medium;17;30,62;Regular Air;Corporate;Wrap Bag;16.03.2009
29158;20.10.2011;High;12;2266,7;Delivery Truck;Home Office;Jumbo Drum;21.10.2011
29409;13.01.2011;High;23;38,99;Regular Air;Home Office;Small Pack;15.01.2011
29956;14.08.2009;Critical;48;80,33;Regular Air;Consumer;Wrap Bag;15.08.2009
30341;31.01.2009;Low;42;6244,18;Delivery Truck;Home Office;Jumbo Drum;31.01.2009
30341;31.01.2009;Low;41;239,75;Regular Air;Home Office;Small Box;31.01.2009
30341;31.01.2009;Low;30;150,2;Regular Air;Home Office;Wrap Bag;07.02.2009
30467;15.08.2009;Critical;5;2019,65;Regular Air;Consumer;Small Box;16.08.2009
30785;03.07.2009;High;7;55,81;Regular Air;Home Office;Small Box;05.07.2009
30785;03.07.2009;High;38;373,07;Regular Air;Home Office;Wrap Bag;06.07.2009
31171;08.04.2009;Not Specified;37;161,02;Regular Air;Home Office;Small Box;09.04.2009
31297;18.08.2012;Low;39;679,95;Regular Air;Corporate;Small Box;25.08.2012
31297;18.08.2012;Low;44;1579,56;Regular Air;Corporate;Small Box;27.08.2012
31553;10.01.2009;Critical;32;4906,85;Regular Air;Corporate;Small Box;12.01.2009
32706;04.07.2009;Critical;5;2017,5;Delivery Truck;Home Office;Jumbo Box;06.07.2009
33122;19.06.2010;Low;21;8468,63;Delivery Truck;Small Business;Jumbo Box;26.06.2010
33570;16.12.2012;Not Specified;46;265,88;Regular Air;Corporate;Small Box;18.12.2012
33570;16.12.2012;Not Specified;1;1500,82;Delivery Truck;Corporate;Jumbo Drum;18.12.2012
33570;16.12.2012;Not Specified;19;3093,864;Regular Air;Corporate;Small Box;16.12.2012
33893;20.09.2012;Not Specified;6;232,21;Regular Air;Consumer;Small Box;22.09.2012
33893;20.09.2012;Not Specified;16;88,3;Regular Air;Consumer;Wrap Bag;21.09.2012
34599;03.03.2010;Low;26;191,55;Regular Air;Small Business;Wrap Bag;07.03.2010
34599;03.03.2010;Low;29;938,86;Regular Air;Small Business;Small Box;07.03.2010
34721;01.11.2010;Not Specified;46;503,17;Regular Air;Corporate;Small Pack;02.11.2010
34787;28.02.2010;Low;14;453,99;Regular Air;Corporate;Small Pack;02.03.2010
34791;07.05.2011;Medium;37;284,58;Regular Air;Home Office;Wrap Bag;09.05.2011
34791;07.05.2011;Medium;9;1010,26;Regular Air;Home Office;Small Box;07.05.2011
34822;10.07.2012;Not Specified;23;990,5;Regular Air;Consumer;Small Pack;11.07.2012
34853;29.09.2011;Critical;49;651,9;Regular Air;Small Business;Wrap Bag;02.10.2011
35522;25.10.2010;Low;27;2575,01;Regular Air;Home Office;Small Box;01.11.2010
36099;17.09.2010;Low;32;85,49;Regular Air;Home Office;Wrap Bag;22.09.2010
36099;17.09.2010;Low;15;926,3;Regular Air;Home Office;Large Box;22.09.2010
36359;23.11.2011;High;2;68,66;Regular Air;Corporate;Small Box;24.11.2011
36901;13.09.2012;Critical;30;201,09;Regular Air;Corporate;Small Box;14.09.2012
37412;03.08.2012;High;17;191,67;Regular Air;Consumer;Small Pack;05.08.2012
38625;17.11.2010;Not Specified;28;2752;Express Air;Corporate;Small Box;19.11.2010
38625;17.11.2010;Not Specified;12;72,82;Regular Air;Corporate;Small Box;19.11.2010
38656;10.08.2012;Low;13;64,46;Regular Air;Consumer;Small Box;10.08.2012
38784;03.02.2011;Medium;50;298,12;Regular Air;Home Office;Small Box;05.02.2011
38882;14.12.2009;Critical;37;4411,5;Delivery Truck;Consumer;Jumbo Drum;15.12.2009
39527;17.04.2011;Low;29;213,35;Regular Air;Corporate;Wrap Bag;26.04.2011
39845;06.09.2009;Critical;44;447,42;Regular Air;Home Office;Small Box;07.09.2009
39877;16.08.2012;Critical;41;90,88;Regular Air;Home Office;Wrap Bag;18.08.2012
40259;12.10.2010;Medium;4;29,05;Express Air;Corporate;Small Pack;13.10.2010
41217;13.07.2011;High;23;1314,64;Express Air;Consumer;Small Box;15.07.2011
41671;03.12.2012;Critical;49;638,91;Regular Air;Corporate;Small Pack;05.12.2012
41927;13.07.2012;Not Specified;46;2332,23;Express Air;Home Office;Small Box;16.07.2012
41988;04.02.2009;Low;33;4610,35;Delivery Truck;Home Office;Jumbo Drum;04.02.2009
41988;04.02.2009;Low;18;610,07;Delivery Truck;Home Office;Jumbo Drum;08.02.2009
41988;04.02.2009;Low;14;181,49;Regular Air;Home Office;Small Box;08.02.2009
42692;20.12.2011;Medium;41;248,86;Regular Air;Small Business;Small Box;22.12.2011
42692;20.12.2011;Medium;42;278,01;Regular Air;Small Business;Small Box;21.12.2011
44007;30.05.2011;Medium;50;281,81;Regular Air;Consumer;Wrap Bag;30.05.2011
44450;09.10.2010;Critical;14;243,23;Regular Air;Corporate;Small Pack;10.10.2010
44450;09.10.2010;Critical;24;1326,51;Regular Air;Corporate;Small Box;09.10.2010
44610;10.03.2011;High;31;127,9;Regular Air;Consumer;Small Box;10.03.2011
44999;22.01.2010;Medium;17;110,74;Regular Air;Small Business;Small Box;23.01.2010
45025;11.04.2011;High;26;73,82;Regular Air;Corporate;Small Box;14.04.2011
